date,startup,vertical,subvertical,city,Investor,Type,amount,year,month,quarter
2020-01-09,byjus,e-tech,e-learning,bengaluru,tiger global management,private equity round,1780.0Cr,2020,1,1
2020-01-13,shuttl,transportation,app based shuttle service,gurgaon,susquehanna growth equity,series c,71.6307066Cr,2020,1,1
2020-01-09,mamaearth,e-commerce,retailer of baby and toddler products,bengaluru,sequoia capital india,series b,163.393854Cr,2020,1,1
2020-01-02,https://wwwwealthbucketin/,fintech,online investment,new delhi,vinod khatumal,pre-series a,26.7Cr,2020,1,1
2020-01-02,fashor,fashion and apparel,embroiled clothes for women,mumbai,sprout venture partners,seed round,16.02Cr,2020,1,1
2020-01-13,pando,logistics,"open-market, freight management platform",chennai,chiratae ventures,series a,80.1Cr,2020,1,1
2020-01-10,zomato,hospitality,online food delivery platform,gurgaon,ant financial,private equity round,1335.0Cr,2020,1,1
2019-12-12,ecozen,technology,agritech,pune,sathguru catalyzer advisors,series a,53.4Cr,2019,12,4
2019-12-06,cardekho,e-commerce,automobile,gurgaon,ping an global voyager fund,series d,623.0Cr,2019,12,4
2019-12-03,dhruva space,aerospace,satellite communication,bengaluru,mumbai angels ravikanth reddy,seed,445.0Cr,2019,12,4
2019-12-13,rivigo,technology,logistics services and solutions,gurgaon,saif partners spring canter investment ltd,series f,178.0Cr,2019,12,4
2019-12-17,healthians,b2b-focused foodtech startup,food solutions for corporate,bengaluru,paytm nptk sabre partners and neoplux,series c,106.8Cr,2019,12,4
2019-12-16,licious,e-commerce,online meat and seafood ordering startup,bengaluru,vertex growth fund,series e,267.0Cr,2019,12,4
2019-12-16,incred,finance,non-banking financial company,mumbai,undisclosed,debt funding,52.51Cr,2019,12,4
2019-12-14,trell,video,experience discovery platform,bengaluru,ruizheng investment,seed round,17.8Cr,2019,12,4
2019-12-11,rein games,gaming,real money based gaming startup,noida,manipal education and medical group (memg),seed round,445.0Cr,2019,12,4
2019-12-20,lenskartcom,e-commerce,online eyewear shopping portal,faridabad,softbank vision fund,series g,2055.9Cr,2019,12,4
2019-11-13,freshworks,software,business and customer engagement tools,san francisco,sequoia capitalg accel,series h,1335.0Cr,2019,11,4
2019-11-14,misters,health and wellness,men's health and wellness brand,gurgaon,saucevc rainforest ventures,series b,4.3254Cr,2019,11,4
2019-11-13,sunstone eduversity pvt ltd,education,elearning,gurgaon,prime venture partners letsventure ps1 venture and globallogic co-founder rajul garg,seed,13.35Cr,2019,11,4
2019-11-17,burger singh,food and beverage,indian burger brand,gurgaon,rb investments,venture,0.0Cr,2019,11,4
2019-11-18,healthians,health and wellness,healthcare services,gurgaon,dg daiwa ventures dg incubation,series b,106.8Cr,2019,11,4
2019-11-15,ninjacart,b2b marketing,agritech,bengaluru,trifecta capital advisors,debt funding,231.4Cr,2019,11,4
2019-11-20,aye finance,fintech,financial services to msmes,gurgaon,fintech,debt funding,154.9602585Cr,2019,11,4
2019-11-12,supergaming,video games,social gaming platform,pune,dream incubator,seed funding,11.57Cr,2019,11,4
2019-11-20,clumio,saas,recovery software,"san jose,",altimeter capital sutter hill ventures,series c,1201.5Cr,2019,11,4
2019-11-11,ebikego,last mile transportation,electric bike rental,amritsar,startup buddy,seed,2.67Cr,2019,11,4
2019-11-19,digital mall asia,e-commerce,virtual e-commerce platform,delhi,amour infrastructure,seed funding,1958.0Cr,2019,11,4
2019-11-18,medikabazaar,healthcare,b2b platform for medical supplies,mumbai,ackermans and van haaren healthquad rebright partners toppan printing,series b,140.62Cr,2019,11,4
2019-11-15,vogo automotive,last mile transportation,scooter sharing app,kormangala,matrix partners stellaris venture partners kalaari capital,series b,2518.7Cr,2019,11,4
2019-11-25,paytm,fintech,mobile wallet,noida,vijay shekhar sharma,funding round,8900.0Cr,2019,11,4
2019-10-04,dunzo,customer service,delivery service,bengaluru,lightbox,series d,400.5Cr,2019,10,4
2019-10-02,udaan,b2b,business development,bengaluru,altimeter capital dst global,series d,5206.5Cr,2019,10,4
2019-09-05,fpl technologies,fintech,financial services,pune,matrix partners india sequoia india,maiden round,40.05Cr,2019,9,3
2019-09-04,cashflo,fintech,invoice discounting platform and sme lending marketplace,mumbai,saif partners accel partners kunal bahl rohit bansal,series a,29.37Cr,2019,9,3
2019-09-04,digital f5,"advertising, marketing",digital marketing firm,mumbai,tiw private equity,private equity round,53.4Cr,2019,9,3
2019-09-04,3rdflix,saas,education technology,hyderabad,exfinity venture partners,pre-series a,44.5Cr,2019,9,3
2019-09-04,75f,iot,building automation system,burnsville,breakthrough energy ventures,series a,160.2Cr,2019,9,3
2019-09-04,myelin foundry,information technology,deep-technology,bengaluru,endiya partners,seed,8.9Cr,2019,9,3
2019-09-04,atomberg technology,consumer technology,"consumer electronics, home appliances",mumbai,a91 partners,series a,89.0Cr,2019,9,3
2019-09-04,goqii,health and wellness,wearable fitness bands,menlo park,bennett coleman and company ltd (bccl),series c,4005.0Cr,2019,9,3
2019-09-03,vyapar app,accounting,mobile-based accounting software,bengaluru,india quotient axilor ventures,series a,44.5Cr,2019,9,3
2019-08-01,cardekho,e-commerce,automotive,gurgaon,sc gg india mobility holdings llc,series c,178.0Cr,2019,8,3
2019-08-01,progcap,finance,supply chain management,new delhi,sequoia india,series a,44.5Cr,2019,8,3
2019-08-01,mypetrolpump,retail,fuel delivery,bengaluru,undisclosed,seed funding round,14.24Cr,2019,8,3
2019-08-01,alteria capital,finance,vc funds,mumbai,azim premji binny bansal,single venture,1246.0Cr,2019,8,3
2019-08-01,pine labs,information technology,last-mile retail transaction technology,noida,pine labs pte ltd,corporate round,338.912Cr,2019,8,3
2019-08-12,meesho,e-commerce,social commerce,bengaluru,naspers,series d,1112.5Cr,2019,8,3
2019-08-13,cars24,e-commerce,car retail,gurugram,ms dhoni,series d,97.9Cr,2019,8,3
2019-08-13,uniphore,customer service platform,conversational ai,palo alto,march capital,series c,453.9Cr,2019,8,3
2019-08-23,zendrive,automotive,road safety analytics,san francisco,xl innovate,series b,329.3Cr,2019,8,3
2019-08-23,lo! foods,consumer goods,low carb food for diabetics,bengaluru,rashmi daga (founder freshmenu) raveen sastry (co-founder myntra) and mitesh shah (finance chief bookmyshow),seed round,4.45Cr,2019,8,3
2019-08-23,tala,fintech,digital lending platform,santa monica,rps ventures,series d,979.0Cr,2019,8,3
2019-08-22,indwealth,fintech,wealth management,gurgaon,tiger global management,venture round,133.5Cr,2019,8,3
2019-08-21,hungerbox,food and beverage,b2b foodtech,bengaluru,one97 communications ltd,series c,58.651Cr,2019,8,3
2019-08-23,admitkard,edtech,university admissions,noida,growth dna,seed round,8.9Cr,2019,8,3
2019-08-19,mishry reviews,services,product review,gurgaon,vir sanghvi,series a,0.0Cr,2019,8,3
2019-08-19,grofers,e-commerce,grocery delivery,gurgaon,softbank vision fund,series f,623.0Cr,2019,8,3
2019-08-27,rapido bike taxi,transportation,bike taxi,bengaluru,westbridge capital,series b,34710.0Cr,2019,8,3
2019-07-02,renewbuy,finance,auto insurance,gurgaon,lok capital iifl wealth,series b,169.1Cr,2019,7,3
2019-07-02,atlan,information technology,big data,singapore,waterbridge ventures,pre-series a,22.25Cr,2019,7,3
2019-07-01,wizcounsel,compliance,consulting,new delhi,kapil dev,angel,1.2905Cr,2019,7,3
2019-07-03,ola cabs,transport,cabs,kormangala,dig investment ab deshe holdings samih toukan and hussam khoury,series j,8.9Cr,2019,7,3
2019-07-01,uniphore,artificial intelligence,speech recognition,taramani,march capital,series c,338.912Cr,2019,7,3
2019-07-04,daalchini technologies,food and beverage,digital vending machine,new delhi,artha venture,seed round,4.45Cr,2019,7,3
2019-07-10,"""byju\\s""",edtech,education,bengaluru,qatar investment authority,private equity round,1335.0Cr,2019,7,3
2019-07-11,moglix,e-commerce,industrial tools and equipments,singapore,composite capital management sequoia capital india tiger global management,series d,534.0Cr,2019,7,3
2019-07-10,ezyhaul,tech,logistics,singapore,undisclosed,series b,142.4Cr,2019,7,3
2019-07-10,indus os,tech,smartphone operating system,andheri,ventureast,series b,51.175Cr,2019,7,3
2019-07-10,healthassure,health care,primary care medical network,mumbai,blume ventures,series a,22.25Cr,2019,7,3
2019-07-09,house of msasaba,luxury label,clothes and apparel,mumbai,binny bansal,series a,8.9Cr,2019,7,3
2019-07-08,board infinity,edtech,full-stack career platform,chembur,multiple angel investors,angel round,2.8444845Cr,2019,7,3
2019-06-05,nobroker,e-commerce,real estate,bengaluru,general atlantic,series c,453.9Cr,2019,6,2
2019-06-04,bira91,food and beverage,brewery,new delhi,anicut capital,debt funding,89.0Cr,2019,6,2
2019-06-03,avail finance,finance,fintech,bengaluru,matrix partners india india quotient,series a,80.1Cr,2019,6,2
2019-06-04,bharatpe,finance,fintech,new delhi,insight partners,series b,667.5Cr,2019,6,2
2019-06-04,recykal,waste management service,optimization,hyderabad,triton investment advisors pidilite industries director ajay parekh,pre-series a,231.4Cr,2019,6,2
2019-06-03,agara labs,deep-tech,artificial intelligence,bengaluru,blume ventures,pre-series a,22.25Cr,2019,6,2
2019-06-06,chakr innovation,energy,renewable energy,new delhi,ian fund,series a,231.4Cr,2019,6,2
2019-06-10,bolo app,digital media,video platform,bengaluru,nexus venture partners,seed funding,3.82878Cr,2019,6,2
2019-06-10,okcredit,fintech,financial services,haryana,tiger global management,series a,137.95Cr,2019,6,2
2019-06-06,biz2credit,fintech,online lending platform,new york,westbridge capital,series b,462.8Cr,2019,6,2
2019-06-08,vogo automotive pvt ltd,transportation,dockless scooter rental company,karnataka,alteria capital,debt funding,31.8976Cr,2019,6,2
2019-06-04,leegality,services,digital documentation,mumbai/bengaluru,mumbai angels and other angel investors,series a,30.26Cr,2019,6,2
2019-05-06,ola electric,transport,cabs,bengaluru,tata sons,series a,0.0Cr,2019,5,2
2019-05-06,saahas zero waste,waste management service,optimization,bengaluru,c4d partners,venture - series unknown,7.73054Cr,2019,5,2
2019-05-05,styledotme,e-commerce,fashion and shopping,delhi,indian angel network and other angel investors innov8 founder ritesh malik josh talks founders supriya paul and shobha banga and former hero corporate president rohit chanana,bridge round,0.0Cr,2019,5,2
2019-05-01,blackbuck,transport,logistics,bengaluru,goldman sachs investment partners and silicon valley-based accel wellington sequoia capital b capital lightstreet sands capital and international finance corporation,series d,1335.0Cr,2019,5,2
2019-05-02,zenoti,saas,beauty and wellness industry,hyderabad,tiger global management,series c,445.0Cr,2019,5,2
2019-05-28,ather energy,automobile,electric vehicle,bengaluru,sachin bansal,series c,453.9Cr,2019,5,2
2019-05-28,freshvnf,agtech,fresh agriculture produces,mumbai,equanimity ventures,seed round,1246.0Cr,2019,5,2
2019-05-30,glowroad,e-commerce,retail,bengaluru,korea investment partners vertex ventures,series b,102.35Cr,2019,5,2
2019-05-31,bira91,food and beverage,brewery,new delhi,sixth sense ventures,series b,49.84Cr,2019,5,2
2019-04-16,kuvera,finance,wealth management,bengaluru,eight roads,series a,400.5Cr,2019,4,2
2019-04-12,medlife,e-commerce,online medicine,bengaluru,prasid uno family trust,private equity,151.3Cr,2019,4,2
2019-04-10,kabadiwala,e-commerce,waste management,bhopal,unilever beehive capital advisor abcom investments parekh marine transport,private equity,3.8329185Cr,2019,4,2
2019-04-13,tripoto,social media,travel,new delhi,orchid india hornbill orchid india fund chiratae ventures (formerly idg ventures) 3one4 capital lasmer nv,series b,31.9632375Cr,2019,4,2
2019-04-12,azah,health and wellness,organic wellness,gurugram,unnamed angel investors,seed funding,1.78Cr,2019,4,2
2019-04-11,setu,fintech,banking,bengaluru,lightspeed india partners,seed funding,31.15Cr,2019,4,2
2019-04-10,toppr,edtech,e-learning,mumbai,milestone,debt and preference capital,56.255298Cr,2019,4,2
2019-04-10,craftsvilla,e-commerce,fashion and apparel,mumbai,supera pte ltd,inhouse funding,21.7471055Cr,2019,4,2
2019-04-10,unacademy,edtech,e-learning,bengaluru,kalyan krishnamurthy,seed/ angel funding,2.7323Cr,2019,4,2
2019-04-11,clevertap,saas,mobile analytics and marketing,mumbai,sequoia india,series b,231.4Cr,2019,4,2
2019-04-19,my healthcare,e-commerce,software solutions,bengaluru and gurugram,sixth sense ventures,series a,26.7Cr,2019,4,2
2019-04-17,shuttl,transportation,bus aggregation,gurugram,new atlantic ventures,venture round,44.5Cr,2019,4,2
2019-04-17,increff,technology,supply-chain technology solutions,bengaluru,021 capita binny bansal,series a,26.7Cr,2019,4,2
2019-02-01,fleetx,ai,logistics,gurgaon,india quotient and letsventure\\xe2\\x80\\x99s angel fund,pre series a,0.0Cr,2019,2,1
2019-02-08,zilingo,ecommerce,fashion & apparel,india/singapore,sequoia capital and temasek holdings edbi burda principal investments and sofina,series d,2011.4Cr,2019,2,1
2019-02-13,nanoclean global,nanotechnology,anti-pollution,new delhi,letsventure pitchright venture 91springboard al nour international holdings and mark v investments,series a,5.34Cr,2019,2,1
2018-02-14,oyorooms,hospitality,budget rooms,gurgaon,didi chuxing,equity,890.0Cr,2018,2,1
2019-01-03,cardekho,automobile,online marketplace,jaipur,sequoia india,series c,979.0Cr,2019,1,1
2019-01-04,vyome therapeutics inc,health and wellness,specialty pharmaceutical,india/us,iron pillar perceptive advisors romulus capital and kalaari capital,series d,195.8Cr,2019,1,1
2019-01-04,samunnati financial intermediation and services pvt ltd,finance,non-banking financial company,chennai,massif a dutch government fund,debt-funding,44.5Cr,2019,1,1
2018-12-04,manch,social media,hyperlocal content,delhi,stellaris venture partners,seed funding,6.23Cr,2018,12,4
2018-12-01,urbanclap technologies pvt ltd,services platform,home services marketplace,new delhi,steadview capital and vy capital,series d,445.0Cr,2018,12,4
2018-12-02,guiddoo,travel tech,platform for travel agents,mumbai,individual investors,pre-series a,7.12Cr,2018,12,4
2018-12-02,career anna,online education,"video-based certification, trainings",gurugram,individual investors,pre-series a,5.0908Cr,2018,12,4
2018-12-04,nagpur wholesale,online marketplace,ecommerce,nagpur,omphalos ventures india llp,seed funding,1.2727Cr,2018,12,4
2018-12-06,shopkirana,b2b,ecommerce,indore,info edge aet fund akatsuki and incubate fund from japan and better capital angellist syndicate,seed funding,17.8Cr,2018,12,4
2018-12-06,buildsupply,"saas, ecommerce","real estate, erp",gurugram,venture highway gree ventures space matrix individual investors,series a,31.15Cr,2018,12,4
2018-11-01,godesi,food and beverage,regional flavours,bengaluru,lead angels network,seed/ angel funding,1.2370555Cr,2018,11,4
2018-11-03,veritas finance ltd,nbfc,msme finance,chennai,norwest venture partners cdc group the uk\\xe2\\x80\\x99s development finance institution and p surendra pai,series d,247.4111Cr,2018,11,4
2018-11-06,meesho,ecommerce,social commerce,bengaluru,shunwei capital dst partners and rps ventures,series c,445.0Cr,2018,11,4
2018-11-08,mobile premier league,gaming,mobile e-sports,bengaluru,undisclosed,series a,4.45Cr,2018,11,4
2018-11-08,aandr bon vivants,food,meat retail chain,jaipur,rb investments,equity,8.9Cr,2018,11,4
2018-11-12,blackbuck,food tech,pos for online ordering,"new york, bengaluru",tiger global google capital and accel partners,series a,8.9Cr,2018,11,4
2018-11-12,milkbasket,food,micro-delivery grocery service,new delhi,mayfield fund,series b,11.57Cr,2018,11,4
2018-11-13,driveu,transport,on-demand drivers,bengaluru,stevens creek ventures,mezzanine,8.9Cr,2018,11,4
2018-11-14,cleansecar,services,car wash,bengaluru,venture catalysts,seed/ angel funding,4.45Cr,2018,11,4
2018-11-19,automation anywhere,automation,robotics,california,softbank vision fund,series b,2670.0Cr,2018,11,4
2018-11-20,healthifyme,health and wellness,wellness coach,bengaluru,sistema asia fund vc samsung next chiratae ventures inventus capital blume ventures and innoven capital,series b (extension),53.4Cr,2018,11,4
2018-11-21,genius corner,education,personalized learning,noida,individual investors,seed funding,2.4742Cr,2018,11,4
2018-11-22,aavishkaar-intellecap group,investment,sme funding,mumbai,teachers insurance and annuity association (tiaa),equity based funding,275.9Cr,2018,11,4
2018-11-22,skillbox,social network,art,gurugram,individual investors,seed funding,0.0Cr,2018,11,4
2018-11-23,signzy,financial tech,digital onboarding solution,mumbai/bengaluru,stellaris venture partners,series a,30.26Cr,2018,11,4
2018-11-24,engineerai,software,ai platform,india/us,lakestar and jungle ventures softbank\\xe2\\x80\\x99s deepcore,series a,262.55Cr,2018,11,4
2018-11-25,incred finance,finance,sme lending,india,paragon partners individual investors,private equity,373.8Cr,2018,11,4
2018-11-25,roposo,social media,video sharing,delhi,bertelsmann india investments,series b,15.13Cr,2018,11,4
2018-10-01,northmist,fashion,mens wear,delhi,prashant jaiswal,seed/ angel funding,0.0Cr,2018,10,4
2018-10-02,origo commodities india pvt ltd,logistics,supply chain,hyderabad,cooperative oikocredit caspian and hivos-triodos fund,seed/ angel funding,97.9Cr,2018,10,4
2018-10-04,grover zampa,food,wine,mumbai,ravi viswanathan,private equity,72.98Cr,2018,10,4
2018-10-05,droom,automobile,new and used cars platform,gurgaon,zigexn,series e,26.7Cr,2018,10,4
2018-10-11,innov8,real estate,co-working,new delhi,credence family office,pre-series a,35.6Cr,2018,10,4
2018-10-12,blackbuck,logistics tech,largest trucking platform,bengaluru,sequoia capital india,private funding,130.652Cr,2018,10,4
2018-10-12,letstransport,logistics tech,book trucks online,bengaluru,fosun international,series c,106.8Cr,2018,10,4
2018-09-01,netmeds,consumer internet,online pharmacy chain,chennai,sistema asia fund sistema jsfc and tanncam investment,private equity,311.5Cr,2018,9,3
2018-09-03,udaan,b2b platform,logistics and shipping,bengaluru,dst global and lightspeed venture partners\\xe2\\x80\\x99 global fund,private equity,2002.5Cr,2018,9,3
2018-09-03,daily hunt,consumer internet,news and ebooks mobile app\\xc2\\xa0,bengaluru,falcon edge,private equity,56.871Cr,2018,9,3
2018-09-04,3hcare,healthcare,healthcare service provider,delhi,undisclosed,seed / angel funding,8.9Cr,2018,9,3
2018-09-04,happygoeasy,consumer internet,online travel agecy,gurugram,korea investment partners (kip) samsung and china-based citic capital and others,private equity,0.0Cr,2018,9,3
2018-09-05,nykaa,consumer internet,online marketplace for multi-brand beauty cosmetic and wellness products,mumbai,lighthouse,private equity,1399.08Cr,2018,9,3
2018-09-05,mad street den,technology,computer vision and artificial intelligence (ai) platform,chennai,kddi\\xc2\\xa0,private equity,0.0Cr,2018,9,3
2018-09-06,dream11,consumer internet,online gaming platform,mumbai,tencent kalaari capital and private equity firm multiples alternate asset management,private equity,890.0Cr,2018,9,3
2018-09-10,mamaearth,healthcare,online marketplace for mother and babycare products,gurugram,stellaris ventures and others,private equity,35.6Cr,2018,9,3
2018-09-11,autogrid,technology,ai-based energy optimisation and control provider,bengaluru,clp holdings group innogy \\xc3\\x98rstead and tenaska,private equity,284.8Cr,2018,9,3
2018-09-11,pharmeasy,consumer internet,online marketplace for pharmaceutical products,mumbai,innoven capital,debt funding,48.95Cr,2018,9,3
2018-09-11,upwards,fin-tech,online micro lending marketplace,mumbai,shunwei capitalquotient mayfield and others,private equity,44.5Cr,2018,9,3
2018-09-12,kissht,fin-tech,online lending platform,mumbai,vertex ventures southeast asia (sea) and india and sistema asia fund fosun rz capital ventureast and endiya partners\\n\\n,private equity,267.0Cr,2018,9,3
2018-08-01,dishq,food-tech,personalisation technology firm focusing on the food and beverage industry,bengaluru,farm to fork arts alliance the syndicate fund sven hensen zeroth and artesian venture partners,seed/ angel funding,3.56Cr,2018,8,3
2018-08-01,healthfin,finance,patient financing platform,pune,axilor sprout venture partners and others,seed/ angel funding,0.0Cr,2018,8,3
2018-08-02,samosa labs,consumer internet,social media and chat entertainment platform,hyderabad,xiaomi and sequoia capital india,private equity,62.3Cr,2018,8,3
2018-08-03,ziffyhomes,consumer internet,online home rental marketplace,gurugram,y combinator,private equity,1.068Cr,2018,8,3
2018-08-07,my omnamo,consumer internet,holy platform offering customised puja packages to individuals and corporates,mumbai,undisclosed,seed/ angel funding,8.9Cr,2018,8,3
2018-08-07,shopx,consumer internet,assisted e-commerce platform,bengaluru,fung strategic holdings,private equity,311.5Cr,2018,8,3
2018-08-07,makemytrip,consumer internet,online travel aggregator,gurugram,makemytrip limited,private equity,89.0Cr,2018,8,3
2018-08-08,hansel io,consumer internet,real-time mobile app management,bengaluru,vertex ventures,seed/ angel funding,35.6Cr,2018,8,3
2018-08-08,metro bikes,consumer internet,online bike rental marketplace,bengaluru,sequoia capital india,private equity,108.58Cr,2018,8,3
2018-08-08,phone pe,consumer internet,upi payments app,bengaluru,flipkart,private equity,587.4Cr,2018,8,3
2018-08-09,quizizz,ed-tech,e-learning platform,bengaluru,nexus venture partners,seed/ angel funding,26.7Cr,2018,8,3
2018-08-09,happy emi,fin-tech,consumer financing platform,bengaluru,aj ventures and jain international trade organisation (jito),seed/ angel funding,8.9Cr,2018,8,3
2018-08-13,inthree,consumer internet,rural e-commerce platform,chennai,ventureast,seed/ angel funding,35.6Cr,2018,8,3
2018-08-13,observe ai,technology,ai based solutions platform,bengaluru,nexus venture partners,private equity,71.2Cr,2018,8,3
2018-08-16,enakshi,consumer internet,ai based solutions platform,ahemadabad,undisclosed,seed/ angel funding,1.0218179Cr,2018,8,3
2018-08-17,eazydiner,consumer internet,online restaurant table reservation platform,gurugram,denlow investment trust and beenext,private equity,52.065Cr,2018,8,3
2018-08-20,finzy,finance,online loan matchmaking platform,bengaluru,undisclosed,seed / angel funding,8.9Cr,2018,8,3
2018-08-20,rawpressery,consumer internet,online organic juice delivery service,mumbai,alteria capital,debt funding,42.72Cr,2018,8,3
2018-08-22,pi ventures,technology,applied artificial intelligence and iot focused\\xc2\\xa0platform,bengaluru,cdc group plc\\xc2\\xa0,private equity,53.4Cr,2018,8,3
2018-08-22,revv,consumer internet,online indian car rental platform,gurugram,hyundai edelweiss and beenext dream incubator sunjay kapoor and telama investment,private equity,127.003Cr,2018,8,3
2018-08-26,zestmoney,consumer internet,online lending platform,bengaluru,xiaomipayu ribbit capital and omidyar network,private equity,119.26Cr,2018,8,3
2018-08-26,shubh loans,fin-tech,\\xc2\\xa0customer sourcing platform\\xc2\\xa0,bengaluru,saama capital sri capital beenext and pravega ventures,private equity,37.38Cr,2018,8,3
2018-08-27,myupchar,healthcare,local language health content app,delhi,nexus venture partners,private equity,44.5Cr,2018,8,3
2018-08-28,narvar,it,post-purchase customer engagement platform\\xc2\\xa0,bengaluru,accel (formerly known as accel partners),private equity,26.7Cr,2018,8,3
2018-08-30,true north,finance,private equity firm,mumbai,undisclosed,private equity,5340.0Cr,2018,8,3
2018-07-01,leena ai,technology,hr virtual agent for employees,gurugram,y combinator,seed/ angel funding,0.0Cr,2018,7,3
2018-07-02,biryani by kilo,consumer internet,online food delivery,gurugram,ajay relan and vinay mittal,seed/ angel funding,8.9Cr,2018,7,3
2018-07-04,anchanto,it,e-commerce fulfilment platform,pune,mdi ventures and telkom indonesia,private equity,35.6Cr,2018,7,3
2018-07-05,loan tap,consumer internet,online lending platform for salaried professionals,mumbai,shunwei capital tuscan ventures ashish goenka vc firms india quotient and kae capital,private equity,55.625Cr,2018,7,3
2018-07-06,policybazaar,consumer internet,online insurance selling platform,gurugram,info edge (india) ltd and temasek,private equity,246.53Cr,2018,7,3
2018-07-09,zippserv,consumer internet,online platform for risk-assessment services for real estate investments,bengaluru,info edge (india) ltd and temasek,seed/ angel funding,3.916Cr,2018,7,3
2018-07-09,groww,consumer internet,online platform that sells direct plans of mutual funds,bengaluru,insignia ventures partners lightbridge partners and kairos,seed/ angel funding,9.79Cr,2018,7,3
2018-07-10,avenue growth,consumer internet,online platform that connects brands with freelance sales professionals,gurugram,avtar monga chief operating office at idfc bank aditya malik and others,seed/ angel funding,3.8893Cr,2018,7,3
2018-07-10,inicu,healthcare,med-tech platform providing care for newborns,delhi,venture catalysts,seed/ angel funding,0.0Cr,2018,7,3
2018-07-10,kinara capital,finance,lending platform for micro and small enterprises,bengaluru,responsability,private equity,44.5Cr,2018,7,3
2018-07-10,shop 101,consumer internet,mobile storefront and commerce platform for sellers,mumbai,stellaris venture partners,private equity,44.5Cr,2018,7,3
2018-07-11,sambandh,consumer internet,online micro lending platform,rourkela,base of pyramid asia (bopa) pte ltd,private equity,22.25Cr,2018,7,3
2018-07-12,19th mile,it,artificial intelligence-based sales acceleration software platform,gurugram,rishi vasudev excelsior investments ritesh vohra praveer kumar prashant gupta and others,seed/ angel funding,1.602Cr,2018,7,3
2018-07-12,5th vital,healthcare,home diagnostics services provider,bengaluru,brand capital and others,seed/ angel funding,4.45Cr,2018,7,3
2018-07-13,mengage,healthcare,a doctor-patient engagement platform,jaipur,siddharth agarwal mahavir sharma amit singal 100 co-founders lab and others,seed/ angel funding,1.5575Cr,2018,7,3
2018-07-17,ofbusiness,finance,online lending platform for sme,gurugram,creation investments falcon edge matrix partners india and zodius capital,private equity,258.1Cr,2018,7,3
2018-07-17,cars24,consumer internet,online used car marketplace,gurugram,kingsway fci fund kck global and others,private equity,442.33Cr,2018,7,3
2018-07-18,the ken,consumer internet,subscription-only news website,bengaluru,omidyar network and others,seed/ angel funding,13.35Cr,2018,7,3
2018-07-19,book my show,consumer internet,online ticketing platform,mumbai,tpg growth the rise fund and others,private equity,890.0Cr,2018,7,3
2018-07-20,housingman,consumer internet,property discovery platform,bengaluru,undisclosed,seed/ angel funding,13.35Cr,2018,7,3
2018-07-21,paysense,consumer internet,online consumer lending platform,mumbai,payu and others,private equity,160.2Cr,2018,7,3
2018-07-23,yulu bikes,technology,bicycle-sharing platform,bengaluru,undisclosed,seed/ angel funding,0.0Cr,2018,7,3
2018-07-23,vtion,technology,media analytics,gurugram,angellist rahul khanna rajeev arora and ram ramsundar,seed/ angel funding,2.492Cr,2018,7,3
2018-07-23,log9 materials,technology,nanotechnology company specializing in graphene,bengaluru,metaform ventures hemant luthra micro venture capital firm gems partners and others,seed/ angel funding,3.8804Cr,2018,7,3
2018-07-24,kidovators,ed-tech,skill learning platform,bengaluru,gray matters,seed/ angel funding,1.602Cr,2018,7,3
2018-07-24,digit,consumer internet,online insurance startup,pune,fairfax,private equity,400.5Cr,2018,7,3
2018-07-25,black soil,finance,non-banking financial company,mumbai,allcargo logistics navneet education and mahavir agency,private equity,151.3Cr,2018,7,3
2018-07-25,trell,consumer internet,mobile-first video blogging app,bengaluru,beenext  weh ventures and sprout ventures,seed/ angel funding,11.125Cr,2018,7,3
2018-07-25,iqlect,technology,data analytics firm,bengaluru,ventureast,seed/ angel funding,22.25Cr,2018,7,3
2018-07-26,entropik,it,software-as-a-service platform,bengaluru,bharat innovation idfc-parampara capital arthavida ventures jitendra gupta and others,seed/ angel funding,9.79Cr,2018,7,3
2018-07-26,bitla software,technology,travel-focused tech startup,bengaluru,makemytrip limited,private equity,0.0Cr,2018,7,3
2018-07-26,thecapitalnet,fin-tech,unified global investments ecosystem,hyderabad,lindwall family investments llc (lfi),private equity,4.45Cr,2018,7,3
2018-07-30,shuttl,consumer internet,bus aggregation platform,gurugram,amazon alexa fund and dentsu ventures,private equity,97.9Cr,2018,7,3
2018-07-30,cure fit,consumer internet,health and fitness platform,bengaluru,idg ventures accel partners kalaari capital and others,private equity,1068.0Cr,2018,7,3
2018-07-31,five star group,fin-tech,non-bank lending platform for sme,chennai,tpg norwest venture partners sequoia capital and matrix partners,private equity,890.0Cr,2018,7,3
2018-07-31,healthsignz,healthcare,health and well being platform,hyderabad,kantilal patel,seed/ angel funding,44.5Cr,2018,7,3
2018-06-01,cointribe,finance,credit-based lending marketplace for small and medium enterprises,gurugram,sabre partners puneet dalmia and others,private equity,89.0Cr,2018,6,2
2018-06-04,digiconectt,technology,sales analytics and enablement platform,bengaluru,aspire logistics llc,seed/ angel funding,1.1125Cr,2018,6,2
2018-06-04,kashmir box,e-commerce,"online marketplace for handicrafts, handlooms and local produce",srinagar,bhairavi jani alok divatia namrata kaul sohail hashemi aijaz saleem,seed/ angel funding,0.0Cr,2018,6,2
2018-06-05,crowdera,finance,online crowdfunding platform,nagpur,anil advani pramod jain amrendra reddy and manish satnaliwala,seed/ angel funding,0.0Cr,2018,6,2
