date,startup,vertical,subvertical,city,Investor,Type,amount,year,month,quarter
2015-11-18,truelancer,curated freelancer marketplace,nan,new delhi,blackstone valley group raghu vohra aditya dev sood kamal bansal,seed funding,0.0Cr,2015,11,4
2015-11-19,aha taxis,online taxi rental platform,nan,noida,ah! ventures calcutta angels\\xc2\\xa0 91springboard,seed funding,0.0Cr,2015,11,4
2015-11-19,urbanclap,mobile services marketplace,nan,gurgaon,bessemer venture partner accel saif partners,private equity,222.5Cr,2015,11,4
2015-11-19,sensegiz,smartwatch maker,nan,belgaum,karnataka semiconductor venture capital firm,seed funding,4.45Cr,2015,11,4
2015-11-19,placeoforigin,online gourmet food marketplace,nan,bangalore,sd shibulal kris gopalakrishnan srinath batni professor tarun khanna\\xc2\\xa0 ganapathy venugopal,seed funding,0.0Cr,2015,11,4
2015-11-19,fourseven,online jewellery etailer,nan,new delhi,indian angel network,seed funding,4.0495Cr,2015,11,4
2015-11-20,mindtickle,sales & productivity software,nan,pune / us,new enterprise associates orios venture partners,private equity,111.25Cr,2015,11,4
2015-11-20,shopsense,ecommerce related software product platform,nan,mumbai,kae capital kunal bahl rohit bansal,seed funding,0.0Cr,2015,11,4
2015-11-20,medinfi,health-tech platform,nan,bangalore,ram kumar kakani pradeep k jaisingh sunil t v vijay ghadge hemant kaul gurmeet chahal and others,seed funding,2.7145Cr,2015,11,4
2015-11-20,ouwt,nightlife discovery mobile app,nan,mumbai,un disclosed investors,seed funding,1.335Cr,2015,11,4
2015-11-20,heypillow,online real estate marketplace,nan,bangalore,hampton capital,private equity,26.7Cr,2015,11,4
2015-11-21,healers at home,"home healthcare services platform,",nan,new delhi,daljit singh dr pramath raj sinha bvr mohan reddy,seed funding,0.0Cr,2015,11,4
2015-11-21,caravan craft,indian ethnic crafts etailer,nan,bangalore,unitus seed fund,private equity,10.68Cr,2015,11,4
2015-11-21,talkoot,social platform for traders and investors,nan,bangalore,un disclosed investors,seed funding,0.89Cr,2015,11,4
2015-11-23,rentomojo,"online furniture, home appliances rental platform",nan,bangalore,idg ventures india,private equity,17.8Cr,2015,11,4
2015-11-23,medikoe,healthcare services discovery platform,nan,bangalore,anil menon,seed funding,0.89Cr,2015,11,4
2015-11-24,stylofie,health and beauty services marketplace,nan,gurgaon,swastika co ltd,seed funding,2.225Cr,2015,11,4
2015-11-24,servx,automotive services platform,nan,new delhi,manish gupta,seed funding,0.0Cr,2015,11,4
2015-11-24,naaptol,online and tv shopping marketplace,nan,mumbai,mitsui and co,private equity,462.8Cr,2015,11,4
2015-11-24,crayon data,big data analytics platform,nan,chennai/ singapore,ratan tata,private equity,0.0Cr,2015,11,4
2015-11-25,earlysalarycom,mobile app based loan disbursement platform,nan,mumbai,ashok agarwal,seed funding,13.35Cr,2015,11,4
2015-11-25,tooler,on demand laundry services app,nan,new delhi,raghu khanna sameer gupta,seed funding,0.979Cr,2015,11,4
2015-11-25,s chand,education content provider,nan,new delhi,ifc everstone group,private equity,240.3Cr,2015,11,4
2015-11-26,stelae,content management software solutions,nan,chennai,earlsfield capital,private equity,0.0Cr,2015,11,4
2015-11-26,goqii,fitness tracking management solutions,nan,mumbai,new enterprise associates cheetah mobile,private equity,119.26Cr,2015,11,4
2015-11-26,grofers,hyper-local grocery delivery platform,nan,gurgaon,softbank tiger global and apoletto managers,private equity,1068.0Cr,2015,11,4
2015-11-26,pluss,hyperlocal healthcare product delivery service provider,nan,gurgaon,idg ventures m and s partners powerhouse ventures (usa),private equity,8.9Cr,2015,11,4
2015-11-26,kountmoney,online lending marketplace,nan,bangalore,tracxn ashish goenka and others,seed funding,0.0Cr,2015,11,4
2015-11-27,stayglad,on demand beauty services platform,nan,bangalore,bessemer venture partners anil chopra,private equity,0.0Cr,2015,11,4
2015-11-27,justride,self driven rental car platform,nan,mumbai,undisclosed,private equity,17.8Cr,2015,11,4
2015-11-27,fastudent,education content etailer,nan,noida,ashish gupta and other undisclosed investors,seed funding,0.0Cr,2015,11,4
2015-11-27,learnon,clud based learning platform,nan,chennai,jmr infotech india pvt ltd,seed funding,0.0Cr,2015,11,4
2015-11-27,talentrack,talent exchange & talent services marketplace,nan,new delhi,unigrowth inc,seed funding,0.0Cr,2015,11,4
2015-11-28,m-taxi,two-wheeler taxi service,nan,gurgaon,mandeep singh jairaj singh,seed funding,0.0Cr,2015,11,4
2015-11-30,baxi,two-wheeler taxi service,nan,gurgaon,manish kheterpal alok mittal\\xc2\\xa0 puneet dalmia,seed funding,12.905Cr,2015,11,4
2015-11-30,superhero brands,character merchandize sales platform,nan,mumbai,dsg consumer partners siddharth parekh,seed funding,4.806Cr,2015,11,4
2015-11-30,momagic,mobile application developer,nan,new delhi,fih mobile ltd,private equity,0.0Cr,2015,11,4
2015-11-30,qikpod,ecommerce delivery locker services,nan,bangalore,flipkart,private equity,80.1Cr,2015,11,4
2015-11-30,butterfly interactive,extra curricular activities marketplace app,nan,new delhi,un disclosed investors,seed funding,0.0Cr,2015,11,4
2015-11-30,bro4u,hyperlocal online home services provider,nan,bangalore,sargod ventures,seed funding,0.0Cr,2015,11,4
2015-10-01,indifi,easy business loans platform,nan,gurgaon,accel partners elevar equity pramod bhasin rajan anandan gaurav dalmia abhishek goyal gagan hasteer  arun tadanki,seed funding,0.0Cr,2015,10,4
2015-10-01,wydr,performance based wholesale marketplace,nan,new delhi,sandeep aggarwal,seed funding,0.0Cr,2015,10,4
2015-10-01,easyfix,professional services marketplace,nan,gurgaon,axilor ventures parampara early stage opportunities fund and others,seed funding,0.0Cr,2015,10,4
2015-10-01,muvizz,movie-on-demand platform,nan,singapore,ashish todi abhinav patodia kumar shwetabh,seed funding,3.115Cr,2015,10,4
2015-10-01,abhibus,us ticketing and fleet management platform,nan,hyderabad,paytm (one97 communications),private equity,0.0Cr,2015,10,4
2015-10-01,cleartax,online income tax filing platform,nan,new delhi,paytm (one97 communications),private equity,0.0Cr,2015,10,4
2015-10-02,shopalyst,product discovery & recommendation platform,nan,bangalore,kalaari capital yournest angel fund,private equity,17.8Cr,2015,10,4
2015-10-03,chillr,mobile payments app,nan,mumbai,saif partners sequoia capital,private equity,53.4Cr,2015,10,4
2015-10-05,nykaa,beauty & wellness products e-tailer,nan,mumbai,harsh mariwala atul nishar dalip pathak michael carlos,private equity,84.55Cr,2015,10,4
2015-10-05,voylla,fashion jewelry and accessories e-tailer,nan,jaipur,peepul capital,private equity,133.5Cr,2015,10,4
2015-10-05,india lends,online consumer lending platform,nan,new delhi,dsg consumer partners paragon partners,private equity,8.9Cr,2015,10,4
2015-10-05,rock n shop,premium apparel shopping portal,nan,new delhi,high networth individuals (undisclosed),seed funding,1.335Cr,2015,10,4
2015-10-06,docplexus,exclusive platform for doctors & healthcare professionals,nan,pune,uniqorn ventures asp consulting,seed funding,6.23Cr,2015,10,4
2015-10-06,workindia,job board,nan,mumbai,satyen kothari keshav sanghi riddhesh gandhi and others,seed funding,4.45Cr,2015,10,4
2015-10-06,sportzvillage,sports management & physical education business,nan,bangalore,gaja capital,private equity,89.0Cr,2015,10,4
2015-10-06,sportybeans,multi-sport program for preschoolers,nan,pune,youwecan ventures,seed funding,0.0Cr,2015,10,4
2015-10-06,burger singh,qsr & online delivery portal,nan,gurgaon,ashvin chadha,seed funding,4.45Cr,2015,10,4
2015-10-06,welcome cure,online homeopathy clinic,nan,mumbai,unnamed media house and hnis,private equity,53.4Cr,2015,10,4
2015-10-07,schoolguru,e-learning service provider,nan,mumbai,high networth individuals from india and usa,private equity,26.7Cr,2015,10,4
2015-10-07,naturally yours,organic food etailer,nan,mumbai,sanjay mehta and others ( the ten minute million),seed funding,0.0Cr,2015,10,4
2015-10-07,gojavas,delivery & logistics service provider,nan,gurgaon,snapdeal,private equity,178.0Cr,2015,10,4
2015-10-07,scandid,product discovery & comparison app,nan,pune,micromax informatics,private equity,0.0Cr,2015,10,4
2015-10-07,stalkbuylove,online apparels fashion brand,nan,new delhi,mato peric peter kabel and others,private equity,0.0Cr,2015,10,4
2015-10-08,zupermeal,home cooked food marketplace & delivery,nan,mumbai,sanjeev kapoor\\xc2\\xa0 ravi saxena and others,private equity,17.8Cr,2015,10,4
2015-10-08,cube26,gesture based mobile development,nan,new delhi,tiger global management,private equity,68.53Cr,2015,10,4
2015-10-08,mobikon,hotel mobile crm software platform,nan,pune / singapore,lifesreda qualgro,private equity,0.0Cr,2015,10,4
2015-10-08,grabhouse,rental accommodation search platform,nan,bangalore,sequoia and kalaari capital,private equity,89.0Cr,2015,10,4
2015-10-08,quifers,logistics tech platform,nan,mumbai,vikas agarwal vishal khare sanjeev kakkar smile group,seed funding,2.759Cr,2015,10,4
2015-10-09,stockroomio,developer portfolio showcase platform,nan,hyderabad,un disclosed investors,seed funding,0.623Cr,2015,10,4
2015-10-09,curofy,doctors network mobile app,nan,new delhi,roundglass partners llc,private equity,0.0Cr,2015,10,4
2015-10-09,cloud lending,end-to-end lending platform,nan,bangalore / san mateo,sf capital group,private equity,71.2Cr,2015,10,4
2015-10-09,inayo,on-demand healthcare marketplace,nan,mumbai,kemark ventures amit ranjan zishaan hayath and others,seed funding,2.67Cr,2015,10,4
2015-10-09,wonobo,360-degree view creating platform,nan,bangalore,quikr,private equity,0.0Cr,2015,10,4
2015-10-09,kulzy,advertising & marketing community networking platform,nan,new delhi,seedfund bedrock ventures,seed funding,8.9Cr,2015,10,4
2015-10-09,zeppery,food ordering & delivery app,nan,new delhi,suyash sharma,seed funding,0.6853Cr,2015,10,4
2015-10-12,zify,ride sharing platform,nan,hyderabad,sean o\\xe2\\x80\\x99sullivan and others,seed funding,1.691Cr,2015,10,4
2015-10-12,faircent,online p2p lending marketplace,nan,gurgaon,aarin capital unitus seed fund,private equity,0.0Cr,2015,10,4
2015-10-12,bizongo,b2b marketplace for industrial goods,nan,mumbai,accel partners saif partners,seed funding,0.0Cr,2015,10,4
2015-10-12,gridle,cloud based collaboration platform,nan,ahmedabad,letsventure mumbai angels,seed funding,0.89Cr,2015,10,4
2015-10-12,tripoto,global community for travellers,nan,new delhi,500 startups idg ventures and advantedge fund neeraj arora leon seynave,private equity,0.0Cr,2015,10,4
2015-10-12,mubble,prepaid bill manager app,nan,bangalore,accel partners saif partners,private equity,0.0Cr,2015,10,4
2015-10-13,voodoo,mobile only shopping assistant,nan,new delhi,saif partners accel partners kunal bahl rohit bansal,seed funding,8.9Cr,2015,10,4
2015-10-13,lookup,mobile messaging assistant app,nan,bangalore,khosla impact biz stone catamaran ventures global founders capital european investment fund,private equity,22.25Cr,2015,10,4
2015-10-14,askmygift,personalized wish list creator app,nan,noida,turning ideas,seed funding,0.445Cr,2015,10,4
2015-10-14,gaanacom,music streaming mobile app,nan,mumbai,micromax informatics,private equity,0.0Cr,2015,10,4
2015-10-14,zappfresh,raw meat & ready to eat food etailer,nan,gurgaon,un disclosed investors,seed funding,0.6853Cr,2015,10,4
2015-10-14,gymtrekker,gym discovery platform,nan,mumbai,dewang nerallaroopak taneja manisha gupta,seed funding,0.0Cr,2015,10,4
2015-10-15,bounty app,online purchase rewards app,nan,bangalore,fireside ventures,seed funding,0.0Cr,2015,10,4
2015-10-16,homersin,home rental platform,nan,gurgaon,devesh rai g rajesh aggarwal amitpal bhutani,seed funding,0.0Cr,2015,10,4
2015-10-16,mshipper,crowdsourced delivery platform,nan,new delhi,vijai laxmi,seed funding,0.0Cr,2015,10,4
2015-10-16,bolrealty,real estate insights platform,nan,new delhi,manpreet singh,seed funding,0.0Cr,2015,10,4
2015-10-17,s-cube futuretech,structural & civil engg service automation,nan,mumbai,parampara capital,private equity,8.9Cr,2015,10,4
2015-10-19,letsventure,startup funding marketplace,nan,bangalore,accel partners anupam mittal and other marquee investors,private equity,0.0Cr,2015,10,4
2015-10-19,citrus payment,payments solution platform,nan,mumbai,sequoia capital ascent capital econtext asia beenos asia,private equity,222.5Cr,2015,10,4
2015-10-19,holidify,travel destination discovery platform,nan,new delhi,aarti group,seed funding,0.89Cr,2015,10,4
2015-10-20,primaseller,order fulfillment saas platform,nan,bangalore,dr aniruddha malpani,seed funding,0.0Cr,2015,10,4
2015-10-20,opinio,last mile delivery service,nan,bangalore,delhivery sands capital and accel partners,private equity,62.3Cr,2015,10,4
2015-10-20,attune technologies,healthcare it solutions & services,nan,chennai,qualcomm venture norwest venture partners,private equity,89.0Cr,2015,10,4
2015-10-20,ichefin,gourmet meals delivery,nan,mumbai,springboard ventures,private equity,0.0Cr,2015,10,4
2015-10-21,jiyo natural,healthy meals food delivery platform,nan,bangalore,indian angel network,seed funding,0.0Cr,2015,10,4
2015-10-21,agentdesks,real estate mobile crm,nan,new york/ india,sierra ventures cota capital vegas tech fund,seed funding,26.255Cr,2015,10,4
2015-10-21,white owl brewery,micro-brewery,nan,mumbai,arihant patni raay global investments,private equity,13.617Cr,2015,10,4
2015-10-21,mealhopper,home made food marketplace,nan,gurgaon,alok bajpai rajnish kumar amit dey,seed funding,0.89Cr,2015,10,4
2015-10-21,zenifyin,residential rental management platform,nan,bangalore,atul jalan shrikanth and bharath,seed funding,5.696Cr,2015,10,4
2015-10-21,stockal,personalized stock intelligence platform,nan,bangalore,r natarajan mohan alexander,seed funding,0.0Cr,2015,10,4
2015-10-23,medd,personal diagnostic mobile app,nan,mumbai,group of angel investors,seed funding,1.335Cr,2015,10,4
2015-10-23,leaping caravan,online food ordering & delivery service,nan,gurgaon,group of angel investors,seed funding,1.335Cr,2015,10,4
2015-10-23,frsh,online food ordering & delivery service,nan,gurgaon,mumbai angels mayank bhangdia kae capital,private equity,8.9Cr,2015,10,4
2015-10-23,qik stay,hotel aggregator & booking platform,nan,new delhi,id enablers pvt ltd,seed funding,2.225Cr,2015,10,4
2015-10-26,parcelled,online logistics platform,nan,bangalore,delhivery tracxn labs,private equity,44.5Cr,2015,10,4
2015-10-26,almamapper,online student & campus social networking platform,nan,ahmedabad,oswal techno ventures llp,seed funding,3.56Cr,2015,10,4
2015-10-26,flexing it,professionals & project search marketplace,nan,new delhi,undisclosed,seed funding,4.45Cr,2015,10,4
2015-10-26,netmedscom,online pharmacy,nan,chennai,orbimed pradip dadha group,private equity,445.0Cr,2015,10,4
2015-10-26,razorpay,online payment gateway,nan,jaipur,tiger global management,private equity,80.1Cr,2015,10,4
2015-10-27,jombay,psychometric test online software,nan,pune,ventureworks india,private equity,0.0Cr,2015,10,4
2015-10-27,happitoo,location based nightlife recommendation\\xc2\\xa0 platform,nan,mumbai,unnamed investor,seed funding,0.6853Cr,2015,10,4
2015-10-27,care24,professional health services platform,nan,mumbai,india quotient letsventure investors lead angels,seed funding,3.115Cr,2015,10,4
2015-10-27,roadrunnr,hyperlocal logistics service,nan,bangalore,sequoia capital nexus venture partners,private equity,89.0Cr,2015,10,4
2015-10-27,simpli5d,online user engagement platform,nan,gurgaon,redcliffe capital,private equity,0.0Cr,2015,10,4
2015-10-28,origa leasing,asset financing platform,nan,mumbai,ah! ventures 500 startups and other hnis,seed funding,9.79Cr,2015,10,4
2015-10-28,smartivityin,virtual reality activity based learning platform,nan,new delhi,s chand and co,seed funding,1.78Cr,2015,10,4
2015-10-28,urdoorstep,online grocery store,nan,bangalore,jupiter capital,private equity,0.0Cr,2015,10,4
2015-10-29,tavaga,investment management platform,nan,mumbai,tracxn syndicate,seed funding,0.0Cr,2015,10,4
2015-10-29,moglix,industrial toons marketplace,nan,noida,accel partner jungle ventures,private equity,0.0Cr,2015,10,4
2015-10-29,zophop,public commute helper app,nan,mumbai,amit singhal pk gulati and others,seed funding,4.005Cr,2015,10,4
2015-10-30,nikiai,artificial intelligence ecommerce chatbot,nan,bangalore,unilazer ventures,seed funding,0.0Cr,2015,10,4
2015-10-30,instavans,truck aggregator & logistics service,nan,bangalore,suresh vaswani,seed funding,0.0Cr,2015,10,4
2015-10-30,lifto,ridesharing mobile app,nan,mumbai,rajesh bhatia dheeraj mehta and others,seed funding,1.157Cr,2015,10,4
2015-10-30,tinyowl,food discovery & delivery mobile app,nan,mumbai,sequoia capital matrix partners,private equity,66.75Cr,2015,10,4
2015-10-30,topprcom,competitive exam learning platform,nan,mumbai,innoven capital,private equity,17.8Cr,2015,10,4
2015-10-30,kleeto,document digitization platform,nan,gurgaon,grexin,seed funding,2.047Cr,2015,10,4
2015-10-30,beaconstalk,proximity marketing & mobile advertising platform,nan,mumbai,puneet bhatia and others,seed funding,0.712Cr,2015,10,4
2015-10-31,jugnoo,autorickshaw aggregator & booking platform,nan,chandigarh,paytm (one97 communications),private equity,89.0Cr,2015,10,4
2015-09-01,toflo,fintech startup incubation platform,nan,mumbai,tania johny palathinkal,seed funding,0.89Cr,2015,9,3
2015-09-01,fxmartindia,payment services platform,nan,chandigarh,flipkart,private equity,0.0Cr,2015,9,3
2015-09-01,stylecracker,personalized styling platform,nan,mumbai,group of hni investors,private equity,8.9Cr,2015,9,3
2015-09-01,luxuryhues,luxury goods\\xc2\\xa0 shopping platform,nan,gurgaon,reliance capital,private equity,8.01Cr,2015,9,3
2015-09-02,holachef,food delivery platform,nan,mumbai,ratan tata,private equity,0.0Cr,2015,9,3
2015-09-02,zivame,online lingerie marketplace,nan,bangalore,zodius technology fund khazanah nasional berhad,private equity,356.0Cr,2015,9,3
2015-09-02,capillary tech,cloud software solutions,nan,new delhi,warburg pincus,private equity,400.5Cr,2015,9,3
2015-09-03,jobspire,job search platform,nan,bangalore,purvi capital,seed funding,2.314Cr,2015,9,3
2015-09-03,meradoctor,doctor consultancy mobile app,nan,mumbai,india quotient and other investors,seed funding,0.0Cr,2015,9,3
2015-09-03,vistaar finance,small business financing (nbfc),nan,bangalore,westbridge capital,private equity,356.0Cr,2015,9,3
2015-09-03,hijinny,beauty & wellness services marketplace,nan,mumbai,cmyk health boutique pvt ltd and other individual investors,seed funding,0.0Cr,2015,9,3
2015-09-04,clapsnslaps,online movie review platform,nan,mumbai,r m picture company pvt ltd,seed funding,1.335Cr,2015,9,3
2015-09-04,blubox,ecommerce brands\\xe2\\x80\\x99 full service agency,nan,mumbai,ashish jhalani,seed funding,0.89Cr,2015,9,3
2015-09-04,roomcentral,cloud-based hotel booking platform,nan,bangalore,karanpal singh and others,seed funding,17.8Cr,2015,9,3
2015-09-07,youthkiawaaz,community driven news/views platform,nan,new delhi,raghav bahl ritu kapur,seed funding,5.34Cr,2015,9,3
2015-09-07,prozo,study material marketplace,nan,new delhi,nalin jain shomil pant dinesh kundu and others,seed funding,1.8245Cr,2015,9,3
2015-09-07,zomato,restaurant ratings & reviews platform,nan,gurgaon,temasek vy capital,private equity,534.0Cr,2015,9,3
2015-09-07,sahayog dairy,dairy based product manufacturer,nan,bhopal,acumen fund,private equity,16.02Cr,2015,9,3
2015-09-08,mockbank,government test preparation platform,nan,bangalore,blume ventures,seed funding,3.56Cr,2015,9,3
2015-09-08,reportbee,smart report cards for schools,nan,chennai,india educational investment fund,seed funding,0.0Cr,2015,9,3
2015-09-08,gurug learning,teacher empowerment platform,nan,bangalore,india educational investment fund,seed funding,0.0Cr,2015,9,3
2015-09-10,onlinetyari,multilingual test preparation platform,nan,gurgaon,500 startups tv mohandas pai tandem capital vikram chachra aloke bajpai,private equity,6.853Cr,2015,9,3
2015-09-10,industrybuying,industrial tools marketplace,nan,new delhi,kalaari capital saif partners beenextan investment fund,private equity,81.88Cr,2015,9,3
2015-09-10,the/nudge foundation,non profit organization to alleviate poverty,nan,bangalore,nanadan nilekani inmobi paytm,seed funding,2.8035Cr,2015,9,3
2015-09-11,fitmein,gym & fitness studios subscription platform,nan,new delhi,green house ventures (ghv),seed funding,0.89Cr,2015,9,3
2015-09-11,envoged,pre-used luxury item marketplace,nan,mumbai,ankush nijhawan manish dhingra gaurav bhatnagar,seed funding,0.0Cr,2015,9,3
2015-09-11,zapyle,pre-used apparel shopping mobile app,nan,bangalore,undisclosed,seed funding,8.9Cr,2015,9,3
2015-09-11,renomania,home design & d\\xc3\\xa9cor platform,nan,new delhi,subodh gupta,seed funding,0.0Cr,2015,9,3
2015-09-12,credr,used vehicles marketplace,nan,mumbai,eight road ventures,private equity,133.5Cr,2015,9,3
2015-09-12,yatragenie,online bus & cab ticketing platform,nan,hyderabad,ash bhardwaj,private equity,0.0Cr,2015,9,3
2015-09-14,canvasflip,mobile app testing platform,nan,hyderabad,bessemer venture partners anil chopra,seed funding,10.68Cr,2015,9,3
2015-09-14,shadowfax,hyperlocal delivery services,nan,gurgaon,eight road ventures,private equity,80.1Cr,2015,9,3
2015-09-14,ue lifesciences,early cancer detection solutions,nan,us/india,aarin capital unitus seed fund,private equity,26.7Cr,2015,9,3
2015-09-14,ola cabs,cab rental mobile app,nan,bangalore,falcon edge,private equity,2002.5Cr,2015,9,3
2015-09-15,coverfox,online insurance distribution platform,nan,mumbai,cataraman ventures,private equity,17.8Cr,2015,9,3
2015-09-15,mengage,mobile marketing automation platform,nan,bangalore,helion venture partners exfinity ventures,private equity,37.825Cr,2015,9,3
2015-09-15,mubble,prepaid mobile bill manager app,nan,bangalore,nandan nilekani,seed funding,0.0Cr,2015,9,3
2015-09-15,tea trails,chain of tea caf\\xc3\\xa9\\xe2\\x80\\x99s,nan,mumbai,anil matai vikram tandon shyam sundar r and others,seed funding,8.9Cr,2015,9,3
2015-09-15,room on call,branded budget hotel marketplace,nan,noida,payal syal,seed funding,2.67Cr,2015,9,3
2015-09-15,fyne,home fitting & fixtures marketplace,nan,bangalore,sandeep dama and others,seed funding,0.0Cr,2015,9,3
2015-09-16,chai point,food subscription platform,nan,bangalore,eight road ventures,private equity,89.0Cr,2015,9,3
2015-09-16,wedmegoodcom,wedding planning platform,nan,gurgaon,indian angel network,seed funding,3.649Cr,2015,9,3
2015-09-16,xstok,b2b mobile auction marketplace,nan,mumbai,oliphans capital,seed funding,4.005Cr,2015,9,3
2015-09-17,unilog,ecommerce data analytics platform,nan,bangalore,kalaari capital yournest angel fund,private equity,0.0Cr,2015,9,3
2015-09-17,paintcollar,designer merchandize marketplace,nan,mumbai,applyifi,seed funding,0.0Cr,2015,9,3
2015-09-17,yepme,private label fashion etailer,nan,gurgaon,khazanah nasional berhad,private equity,667.5Cr,2015,9,3
2015-09-17,bueno,online food ordering & delivery,nan,gurgaon,high networth individuals (no details),seed funding,5.34Cr,2015,9,3
2015-09-18,plabro,real estate broker platform app,nan,new delhi,sachin bansal,seed funding,3.115Cr,2015,9,3
2015-09-18,curejoy,online health & wellness platform,nan,bangalore,accel partners subrata mitra larry braitman venk krishna,private equity,10.235Cr,2015,9,3
2015-09-18,briston technomach,internet of things platform,nan,new delhi,undisclosed,seed funding,1.335Cr,2015,9,3
2015-09-18,labstreet,diagnostic labs aggregator platform,nan,gurgaon,multiple investors through ten minute million competition,seed funding,1.335Cr,2015,9,3
2015-09-19,daily ninja,hyperlocal delivery platform,nan,bangalore,aprameya radhakrishna naman sarawagi afsal salu,seed funding,0.0Cr,2015,9,3
2015-09-21,portea medical,home medical care services,nan,bangalore,accel partners international finance corporation (ifc) qualcomm ventures ventureast,private equity,333.75Cr,2015,9,3
2015-09-21,neotrade analytics,real-time stock data platform,nan,bangalore,rainmatter,seed funding,2.0915Cr,2015,9,3
2015-09-21,dishco,food discovery & table booking app,nan,mumbai,anand mahindra,seed funding,0.0Cr,2015,9,3
2015-09-21,lafalafa,coupons and cashback aggregator app,nan,mumbai,500 startups mato peric and others,seed funding,1.1125Cr,2015,9,3
2015-09-21,connectabank,financial products lead generation platform,nan,mumbai,prakhar bumb,seed funding,0.0Cr,2015,9,3
2015-09-22,villfarm,sustainable agri-inputs firm,nan,bangalore,unitus seed fund,seed funding,0.0Cr,2015,9,3
2015-09-22,bestdealfinance,financial services portal,nan,mumbai,kalaari capital yournest angel fund,private equity,26.7Cr,2015,9,3
2015-09-22,gamexsin,pre-owned games marketplace,nan,new delhi,lead angels mumbai angels letsventure girish mathrubootham anbu pandian,seed funding,0.0Cr,2015,9,3
2015-09-22,the man company,content-based subscription ecommerce platform,nan,new delhi,karan bajwa amanpreet bajaj manish vij,seed funding,0.0Cr,2015,9,3
2015-09-22,virtual logic,"virtual reality, 3d simulation and stereoscopic products",nan,bangalore,swarnim multiventures,private equity,7.12Cr,2015,9,3
2015-09-22,furdo,online interior designing platform,nan,bangalore,bhavdeep reddy,seed funding,3.56Cr,2015,9,3
2015-09-22,loginext,end-to-end logistics platform,nan,mumbai,paytm (one97 communications),private equity,89.0Cr,2015,9,3
2015-09-22,korra,private label apparel sales,nan,new delhi,asha jadeja motwani and others,seed funding,2.67Cr,2015,9,3
2015-09-23,credihealth,healthcare consulting platform,nan,gurgaon,rajat malhotra,seed funding,0.0Cr,2015,9,3
2015-09-23,amigobulls,stock market portal,nan,bangalore,sharad sharma vijay anand mohandas pai pallav nadhani singapore angels network and others,seed funding,0.0Cr,2015,9,3
2015-09-23,silverpush,cross-device retargeting platform,nan,gurgaon / sfo,mands partners pte ltd,private equity,10.68Cr,2015,9,3
2015-09-23,juggernaut,digital & physical publishing platform,nan,new delhi,william bissel,private equity,20.025Cr,2015,9,3
2015-09-23,innerchef,food delivery platform,nan,new delhi,phanindra sama anupam mittal vijay shekhar sharma vishal gondal sateesh andara and others,private equity,15.575Cr,2015,9,3
2015-09-24,quintype,data driven publishing platform,nan,bangalore,raghav bahl ritu kapur,private equity,29.37Cr,2015,9,3
2015-09-24,capabiliti,employee onboarding & orientation platform,nan,noida,500 startups smile multimedia kunal bahl rohit bansal girish matrubootham,seed funding,3.56Cr,2015,9,3
2015-09-24,fourth partner energy,solar power solutions company,nan,hyderabad,infuse ventures the chennai angels,private equity,17.8Cr,2015,9,3
2015-09-24,licious,online meat ordering platform,nan,bangalore,kanwaljit singh tv mohandas pai,seed funding,8.9Cr,2015,9,3
2015-09-25,travelkhana,online meal-booking platform for train travelers,nan,new delhi,astarc ventures and others,seed funding,0.0Cr,2015,9,3
2015-09-28,quickli,hyperlocal delivery platform,nan,new delhi,500 startups mato peric and others,seed funding,0.0Cr,2015,9,3
2015-09-28,ola cabs,cab booking app platform,nan,bangalore,didi kuaidi,private equity,267.0Cr,2015,9,3
2015-09-29,paytm,e-commerce & m-commerce platform,nan,new delhi,alibaba,private equity,6052.0Cr,2015,9,3
2015-09-29,inmobi,mobile advertising platform,nan,bangalore,tennenbaum capital and others,private equity,890.0Cr,2015,9,3
2015-09-29,peppertap,hyperlocal grocery delivery,nan,gurgaon,sequoia india,private equity,320.4Cr,2015,9,3
2015-09-29,hugefly,ecommerce product recommendation platform,nan,pune,mayank singhal and others,seed funding,0.0Cr,2015,9,3
2015-09-29,brigge,activity based social network,nan,chennai,the chennai angels,seed funding,0.0Cr,2015,9,3
2015-09-29,zakoopi,fashion discovery platform,nan,new delhi,uniqorn ventures asp consulting,seed funding,3.115Cr,2015,9,3
2015-09-29,loancircle,consumer lending marketplace,nan,bangalore,zishaan hayath rahul khanna and others,seed funding,0.0Cr,2015,9,3
2015-09-30,infoworks,big data management platform,nan,bangalore / usa,nexus venture partners,private equity,44.5Cr,2015,9,3
2015-09-30,reddoorz,budget accommodation platform,nan,noida,jungle ventures,seed funding,8.9Cr,2015,9,3
2015-09-30,firsttouch,local mobile os,nan,gurgaon,kunal bahl rohit bansal pranay chulet naveen tiwari amit gupta mayank singhal,seed funding,0.0Cr,2015,9,3
2015-09-30,eywa media,digital signal processing platform,nan,bangalore,ah! ventures viktor koenig pe fund mantra ventures,seed funding,8.9Cr,2015,9,3
2015-08-01,snapdeal,ecommerce marketplace,nan,new delhi,alibaba,private equity,4450.0Cr,2015,8,3
2015-08-01,ressy,restaurant discount app,nan,pune,mohandas pai and others,seed funding,3.56Cr,2015,8,3
2015-08-03,cuelearn,tech-enabled learning,nan,new delhi,alok mittal zeeshan hayat niraj singh nikunj jain anirudh damani punit goyal,seed funding,0.0Cr,2015,8,3
